# from crisprcasdb
# collected by purpurax

"name","crispr count","cas_region count"
CP009197.1,3,1
CP074297.1,2,1
CP034074.1,1,1
CP025317.1,2,1
CP053855.1,2,1
CP058912.1,1,1
CP023074.1,5,1
CP047537.1,3,1
CP071693.1,2,1
CP049196.1,2,1
CP021982.2,2,1
CP026092.2,2,1
CU928158.2,3,1
LS483363.1,1,1
CP085561.1,2,1
CP003278.1,1,1
LR584267.1,1,1
CP074120.1,2,1
CP014620.1,2,1
CP027538.1,2,1
AP019778.1,1,1
CP045418.1,1,1
CP031858.1,1,1
CP070257.1,2,1
CP074287.1,2,1
CP059040.1,2,1
CP023185.1,1,1
CP072329.1,1,1
LT608328.1,1,1
CP026742.1,1,1
CP000901.1,1,1
CP086334.1,2,1
CP012033.1,2,1
CP045586.1,1,1
CP031093.1,1,1
CP031393.1,1,1
LN879502.1,1,1
LR130537.1,3,1
CP025600.1,2,1
CP001871.1,2,1
LT708304.1,2,1
LR882496.1,2,1
CP091016.1,2,1
CP041876.1,1,1
CP045452.1,1,1
CP088145.1,1,1
CP038595.1,2,1
CP052796.1,2,1
CP068394.1,2,1
CP080260.1,3,1
CP007044.2,3,1
CP006644.1,1,1
CP040919.1,3,1
CP004009.1,2,1
CP003786.1,1,1
CP000569.1,1,1
CP049266.1,2,1
CP040938.1,1,1
LR134264.1,1,1
CP035497.1,1,1
CP006931.1,5,1
CP043558.1,1,1
CP029630.1,2,1
CP002167.1,2,1
CP051320.1,2,1
CP040321.1,2,1
CP010140.1,2,1
CP037891.1,2,1
CP015244.1,2,1
CP062755.1,2,1
CP012152.1,1,1
LR590483.1,1,1
CP046450.1,7,1
CP038516.1,2,1
CP035281.1,1,1
CP030885.1,1,1
CP080633.1,1,1
LS483421.1,1,1
CP083872.1,2,1
LR134507.1,1,1
CP054015.1,2,1
CP092367.1,2,1
CP029911.1,1,1
LR962850.1,1,1
CP047239.1,2,1
CP079950.1,1,1
CP019434.1,3,1
CP047077.1,2,1
CP021258.1,1,1
CP074407.1,2,1
CP078566.1,1,1
CP028747.1,2,1
AP025519.1,2,1
FN666575.1,3,1
CP019174.1,2,1
CP014666.2,2,1
CP092359.1,1,1
AP023439.1,2,1
AP017308.1,3,1
CP066844.1,3,1
CP017621.1,4,1
CP070301.1,2,1
CP070982.1,2,1
CP031551.1,2,1
CP088889.1,3,1
CP080511.1,3,1
CP001905.1,1,1
CP014583.1,3,1
CP063688.1,3,1
CP001779.1,1,1
CP041176.1,2,1
CP047378.1,2,1
CP053887.1,1,1
CP082726.1,2,1
CP028122.1,2,1
CP069445.1,2,1
FP929047.1,2,1
CP046654.1,2,1
CP045955.1,2,1
AP018518.1,1,1
CP012514.1,2,1
CP086662.1,3,1
CP003295.1,1,1
LR594045.1,1,1
CP002098.1,7,1
CP003119.1,1,1
CP043211.1,2,1
LT904883.1,1,1
CP012395.1,3,1
CP000940.1,2,1
CP048263.1,3,1
CP091340.1,1,1
CP066783.1,1,1
CP075961.1,1,1
CP058236.1,2,1
AP024687.1,3,1
CP061264.1,2,1
CP001824.1,1,1
CP091384.1,2,1
CP077294.1,2,1
CP053045.1,2,1
AP018446.1,2,1
CP066324.1,2,1
CP001359.1,2,1
AP012325.1,1,1
CP036167.1,2,1
CP032304.1,2,1
CP031557.1,1,1
CP091790.1,1,1
CP041919.1,3,1
CP017703.1,7,1
CP045590.1,1,1
CP037877.1,3,1
CP093269.1,2,1
CP002304.1,1,1
CP081192.1,2,1
CP025248.1,2,1
CP036335.1,2,1
CP020554.1,4,1
CP085613.1,2,1
CP039886.1,1,1
CM000757.1,2,1
CP083643.1,3,1
CP072360.1,1,1
CP024239.1,2,1
CP015877.1,3,1
CP071436.1,3,1
AP021847.1,1,1
CP043197.1,2,1
CP086161.1,1,1
LR862421.1,3,1
CP049179.1,1,1
CP040522.1,1,1
CP088044.1,2,1
CP025230.1,2,1
CP063153.1,3,1
CP050128.1,1,1
CP016501.2,1,1
CP063804.1,1,1
LR607360.1,2,1
AE005174.2,2,1
CP063691.1,3,1
CP027390.1,2,1
CP080025.1,1,1
CP016607.1,2,1
CP007507.1,2,1
CP007293.2,2,1
CP038180.1,3,1
CP009552.1,3,1
CP091337.1,1,1
CP053836.1,1,1
AP012212.1,3,1
CP007615.1,1,1
LT571436.1,1,1
CP057171.1,3,1
CP091154.1,1,1
LR962426.1,1,1
CP038423.1,2,1
CP035150.1,1,1
CP058315.1,1,1
CP021707.1,1,1
CP002051.1,4,1
CP046009.1,2,1
CP031460.1,1,1
CP044293.1,2,1
CP031908.1,2,1
LT904877.1,1,1
CP020401.2,1,1
CP034570.1,1,1
CP015444.1,1,1
LR134187.1,2,1
CP043541.1,3,1
CP060885.1,2,1
CP011377.1,1,1
CP032808.1,2,1
CP049879.1,2,1
CP039476.1,2,1
CP074274.1,2,1
CP042839.1,1,1
CP002050.1,5,1
CP025050.1,2,1
CP007431.2,2,1
LT904882.1,1,1
CP086332.1,1,1
CP080507.1,1,1
CP013020.1,1,1
CP015568.1,2,1
CP029126.1,3,1
CP002347.1,3,1
CP068102.1,2,1
AE017042.1,2,1
CP020045.1,1,1
CP061220.1,2,1
CP012323.1,7,1
CP068109.1,2,1
CM001142.1,4,1
LS483437.1,1,1
CP021521.1,1,1
LR962163.1,1,1
CP075325.1,2,1
CP058233.1,2,1
CP034369.1,3,1
CP007368.2,2,1
CP082940.1,1,1
AP018676.1,3,1
CP061536.1,4,1
CP046052.1,1,1
LR883050.1,2,1
CP080172.1,2,1
CP051428.1,3,1
CP017546.1,1,1
CP000038.1,1,1
CP058798.1,2,1
CP023574.1,2,1
AP017647.1,1,1
CP013328.1,1,1
CP007505.1,2,1
CP058289.1,2,1
CP050760.1,2,1
CP050734.1,3,1
CP036289.1,1,1
CP028151.1,2,1
CP010180.1,3,1
CP018250.1,2,1
CM001225.1,2,1
CP028974.1,3,1
CP082696.1,3,1
CP043762.1,9,1
CP025830.1,3,1
CP024957.1,7,1
LR134374.1,1,1
CP029870.1,1,1
CP067060.1,2,1
CP010330.1,2,1
CP028759.1,2,1
CP008943.1,2,1
LR962802.1,2,1
CP087392.1,2,1
CP085595.1,2,1
CP067550.1,2,1
CP013483.1,2,1
CP008805.1,2,1
CP015565.1,2,1
CP027317.1,2,1
CP017533.1,1,1
CP042174.1,3,1
CP011531.1,1,1
CP021963.1,1,1
CP074249.1,2,1
CP064124.1,2,1
CP001131.1,2,1
CP090141.1,2,1
CP007391.1,3,1
CP041171.1,2,1
CP067336.1,10,1
CP014618.1,2,1
CP072205.1,2,1
CP064399.1,2,1
CP045604.1,1,1
CP043750.1,4,1
CP075968.1,2,1
CP018024.1,1,1
CP035884.1,2,1
CP074221.1,2,1
CP015285.1,1,1
CP085547.1,2,1
CP093126.1,2,1
CP017509.1,1,1
OU917917.1,1,1
CP028766.1,2,1
AP018437.1,1,1
CP046793.1,1,1
CP033197.1,1,1
CP047495.1,2,1
CP028117.1,2,1
CP026193.1,3,1
CP007277.2,2,1
LR134350.1,3,1
CP027342.1,2,1
CP035708.1,2,1
CP031859.1,1,1
CP058666.1,1,1
CP022023.1,2,1
CP015518.1,1,1
CP058153.1,3,1
CP040699.1,2,1
CP005386.1,2,1
CP073074.1,1,1
AP018935.1,1,1
CP089798.1,2,1
CP045485.1,3,1
CP080235.1,2,1
CP079109.1,1,1
CP013843.1,9,1
CP072905.1,1,1
CP085559.1,2,1
CP069677.1,3,1
AP022077.1,1,1
CP067579.1,2,1
CP023512.1,2,1
CP050219.1,2,1
LR882973.1,3,1
CP072828.1,2,1
CP084168.1,2,1
CP007584.2,2,1
CP042945.1,3,1
FO203507.1,1,1
CP029049.1,2,1
CP073238.1,2,1
CP057491.1,3,1
CP058214.1,1,1
CP075034.1,2,1
CP032466.1,1,1
CP083760.1,1,1
CP069331.1,3,1
CP085994.1,1,1
CP034195.1,2,1
CP029329.1,1,1
CP074232.1,2,1
CP053939.1,1,1
LR134533.1,1,1
CP040523.1,1,1
CP092297.1,2,1
CP074694.1,1,1
CP017985.1,1,1
CP034716.1,2,1
CP070930.1,4,1
LT608333.1,1,1
CP011546.1,2,1
CP059105.1,1,1
CP066009.1,3,1
CP003047.1,1,1
CP055292.1,2,1
LR962093.1,2,1
CP012506.2,1,1
CP014663.2,2,1
CP023607.1,2,1
CP041345.1,3,1
CP048032.1,3,1
CP003325.1,1,1
AP011528.1,1,1
CP074267.1,3,1
CP060507.1,3,1
CP007351.2,2,1
CP023656.1,1,1
CP081897.1,2,1
CP023346.1,2,1
CP007336.2,2,1
CP035008.1,1,1
CP008975.1,2,1
CP053319.1,1,1
LT904891.1,1,1
OU349843.1,1,1
CP060421.1,1,1
CP047546.1,3,1
CP020769.1,1,1
CP048812.1,1,1
CP028932.1,2,1
CP009010.1,2,1
CP060476.1,1,1
CP051246.1,1,1
CP091691.1,2,1
CP023508.1,2,1
CP008926.1,1,1
CP082526.1,3,1
CP039318.1,1,1
CP068226.1,1,1
CP012599.1,2,1
CP049234.1,1,1
CP030214.1,3,1
CP054984.1,1,1
CP027109.1,3,1
CP027347.1,2,1
CP025446.1,2,1
CP052262.1,1,1
CP085960.1,1,1
CP057344.1,3,1
CP040572.1,2,1
CP023578.1,2,1
CP061212.1,2,1
CP077696.1,2,1
CP048271.1,2,1
CP029952.1,1,1
CP067339.1,3,1
CP046949.1,2,1
CP007755.1,1,1
OU349837.1,2,1
CP047478.1,1,1
CP009240.1,1,1
CP009576.1,2,1
CP057891.1,2,1
CP006686.1,1,1
CP007685.1,2,1
CP068471.1,1,1
CP061124.1,3,1
AP017381.1,1,1
CP056620.1,2,1
LR134495.1,1,1
CP009557.1,1,1
CP056348.1,3,1
AP009048.1,2,1
CP081306.1,2,1
CP013476.1,1,1
CP074596.1,2,1
AP024473.1,2,1
CP044221.1,1,1
CP016490.1,2,1
CP044064.1,1,1
CP019051.1,2,1
CP035202.1,1,1
CP082720.1,2,1
CP006763.1,3,1
CP011127.1,1,1
CP043540.1,1,1
CP007726.1,1,1
CP046716.1,3,1
CP015209.1,1,1
CP015839.1,3,1
CP070873.1,2,1
CP028912.1,1,1
CP018957.1,3,1
CP066745.1,1,1
CP042272.1,2,1
LR962542.1,1,1
CP041992.1,2,1
CP073906.1,1,1
CP091712.1,1,1
CP016507.1,3,1
LR962361.1,2,1
CP050646.1,2,1
CP085815.1,2,1
CP062966.1,1,1
CP055232.1,2,1
CP072608.1,1,1
CP007314.2,2,1
AP019822.1,2,1
CP012513.1,2,1
CP028635.1,2,1
LT905063.1,1,1
CP028719.1,3,1
CP028922.1,3,1
CP047973.1,2,1
CP009676.1,1,1
CP084194.1,3,1
CP006692.1,2,1
CP063079.1,1,1
CP073603.1,2,1
CP030240.1,2,1
CP019838.1,1,1
CP092700.1,3,1
CP024443.2,3,1
CP092258.1,2,1
CP023540.1,2,1
CP029476.1,2,1
AP017558.1,1,1
CP032879.1,2,1
CP050218.1,6,1
CP066716.1,1,1
CP038875.1,2,1
LN829118.1,1,1
CP010277.2,1,1
CP020477.1,6,1
CP064709.1,2,1
OU943321.1,3,1
AP023317.1,3,1
CP051800.1,2,1
CP056928.1,2,1
AP019004.1,1,1
CP007572.1,1,1
CP043399.1,3,1
LT904876.1,1,1
CP088146.1,2,1
CP030209.1,2,1
CP002005.1,2,1
CP082582.1,2,1
CP002429.1,1,1
CP022663.1,2,1
AP023299.1,3,1
CP083592.1,1,1
CP060849.1,2,1
CP049310.1,3,1
CP091756.1,2,1
CP000559.1,1,1
CP046362.1,2,1
CP053603.1,2,1
CP081796.1,3,1
OU701449.1,2,1
CP007205.2,2,1
CP065866.1,3,1
CP030074.1,1,1
CM001044.1,1,1
CP005486.1,1,1
CP017531.1,1,1
CP051155.1,1,1
CP010235.1,2,1
CP006576.1,1,1
CP029707.1,3,1
CP090305.1,3,1
CP054182.1,1,1
CP042942.1,2,1
CP054662.1,2,1
CP040519.1,1,1
CP007555.1,1,1
CP007364.2,2,1
CP080463.1,1,1
CP007465.1,2,1
HF969015.2,2,1
LR698982.1,2,1
CP024667.1,2,1
CP066049.1,1,1
AP012204.1,1,1
CP018888.1,1,1
CP009104.1,3,1
CP029372.1,2,1
CP035366.1,2,1
CP047880.1,2,1
CP063330.1,2,1
CP003386.1,2,1
CP011914.1,2,1
CP074229.1,2,1
CP028133.1,1,1
CP043271.1,2,1
CP009792.1,2,1
LR962846.1,2,1
CP085546.1,2,1
CP040608.1,1,1
CP091394.1,2,1
LN829119.1,1,1
CP040564.1,3,1
CP033921.1,1,1
LS998785.1,2,1
LT853885.1,2,1
LR890751.1,2,1
CP043473.1,2,1
CP024256.1,2,1
CP008964.1,1,1
CP002888.1,1,1
CP010892.1,2,1
CP010519.1,3,1
CP007053.1,2,1
CP003099.1,1,1
LR134501.1,10,1
CP040604.1,1,1
CP019778.1,2,1
CP030178.1,2,1
AP018562.1,1,1
LR026960.1,1,1
CP008860.2,3,1
CP075129.1,3,1
CP023925.1,1,1
CP070036.1,1,1
CP026489.1,8,1
CP052787.1,2,1
CP060748.1,2,1
CP057915.1,2,1
CU651637.1,2,1
CP042429.1,1,1
CP086627.1,2,1
CP025596.1,2,1
CP008957.1,2,1
CP057459.1,1,1
CP084020.1,1,1
CP018301.1,2,1
CP015990.1,2,1
AP018560.1,1,1
CP022680.1,1,1
CP007408.2,2,1
CP059957.1,3,1
CP037925.1,2,1
CP064969.1,1,1
CP086163.1,1,1
CP006910.1,1,1
CP047482.1,1,1
CP032989.1,3,1
CP066071.1,6,1
OU349842.1,3,1
CP009747.1,3,1
CP056299.1,1,1
CP002868.1,2,1
CP057796.1,2,1
CP000934.1,1,1
AP017898.1,2,1
AP019795.1,3,1
CP021532.1,2,1
CP054142.1,1,1
CP066321.1,2,1
CP087263.1,4,1
CP040644.1,2,1
CP038346.1,2,1
CP002185.1,2,1
CP079232.1,1,1
CP028770.1,2,1
CP007264.1,6,1
CP077311.1,1,1
CM002058.1,2,1
CP060867.1,2,1
CP092151.1,1,1
CP020563.1,12,1
CP020027.1,1,1
CP001103.3,1,1
CP045149.1,3,1
CP088529.1,3,1
CP013237.1,1,1
CP004387.1,1,1
CP023434.1,1,1
CP010902.1,1,1
CP074278.1,2,1
AP024478.1,2,1
CP041002.1,2,1
CP082503.1,3,1
CP009712.1,2,1
CP085583.1,2,1
CP047516.1,2,1
CP072785.1,2,1
CP088019.1,3,1
CP022545.1,4,1
CP041825.1,2,1
CP068158.1,1,1
CP011052.1,1,1
CP048835.1,3,1
CP064059.1,1,1
CP056122.1,1,1
CP085580.1,3,1
CP054158.1,2,1
CP016825.1,3,1
CP043404.1,3,1
CP074209.1,2,1
LR130536.1,3,1
CP065668.1,1,1
CP034309.1,1,1
CP014232.1,5,1
CP029706.1,3,1
CP002970.1,2,1
CP084216.1,2,1
CP067013.1,2,1
CP029206.1,1,1
CP032760.1,1,1
CP048775.1,2,1
CP059098.1,1,1
CP041031.1,2,1
CP062997.1,1,1
CP039469.1,2,1
CP060099.1,2,1
CP088414.1,2,1
CP039375.1,1,1
LT607753.1,2,1
CP045542.1,1,1
CP028150.1,2,1
CP000453.1,1,1
CP064005.1,2,1
CP035676.1,2,1
CP074319.1,2,1
CP079145.1,2,1
CP066022.1,2,1
CP016576.1,3,1
CP040575.1,1,1
CP047115.1,3,1
CP007571.1,1,1
CP018218.1,1,1
CP047010.1,3,1
CP037874.1,3,1
CP029888.1,1,1
CP017456.1,1,1
CP069796.1,1,1
CP033600.1,2,1
CP046521.1,2,1
CP085596.1,2,1
LR134477.1,3,1
CP070572.1,2,1
CP017844.1,3,1
CP071460.1,1,1
CP019415.1,2,1
CP017535.1,1,1
LT904878.1,1,1
CP005286.1,3,1
CP021529.1,1,1
CP071128.1,2,1
CP016521.1,3,1
CP043742.1,3,1
CP057186.1,2,1
CP028222.1,1,1
CP025916.1,2,1
CP015814.2,2,1
CP023643.1,1,1
CP029175.1,2,1
CR931997.1,1,1
CP061050.1,3,1
CP062203.1,2,1
CP076405.1,3,1
CP065419.1,2,1
CP028739.1,2,1
CP064311.1,1,1
CP014621.2,2,1
CP013993.1,2,1
CP053680.1,1,1
CP008981.1,3,1
LT618790.1,1,1
CP051227.1,1,1
CP082338.1,2,1
CP044458.1,1,1
CP034734.1,3,1
CP007457.1,1,1
CP086338.1,2,1
CP074247.1,2,1
CP049167.1,1,1
CP058223.1,2,1
CP014527.1,1,1
CP052782.1,2,1
CP015228.1,2,1
CP044200.1,2,1
CP090282.1,3,1
CP074379.1,2,1
CP025608.1,2,1
CP007235.2,2,1
CP041810.1,2,1
CP032931.1,5,1
CP049185.1,1,1
CP085959.1,1,1
CP023619.1,2,1
CP012544.1,1,1
CP002018.1,1,1
CP028103.1,3,1
CP019035.1,1,1
OU349839.1,2,1
CP022455.1,1,1
CP054227.1,2,1
CP028397.1,2,1
CP048837.1,2,1
CP007285.2,2,1
CP059327.1,1,1
CP017978.1,2,1
CP043996.1,1,1
CP046867.1,2,1
CP004014.1,2,1
CP020405.2,2,1
CP009922.3,2,1
CP014907.1,1,1
CP084542.1,1,1
CP058601.1,2,1
CP013263.1,1,1
CP007369.2,2,1
CP072761.1,2,1
CP070115.1,2,1
CP066369.1,1,1
LR890603.1,2,1
CP050329.1,2,1
CP029946.1,1,1
CP059094.1,1,1
CP001608.1,3,1
CP007514.1,1,1
CP086168.1,1,1
CP039473.1,2,1
CP034683.1,1,1
CP001390.1,1,1
CP020025.1,3,1
CP077769.1,1,1
CP001657.1,1,1
CP048926.1,2,1
CP057927.1,2,1
CP072422.1,2,1
CP065937.1,1,1
CP075103.1,2,1
CP029338.1,3,1
CP032648.1,1,1
CP084415.1,1,1
CP033902.1,1,1
CP017156.1,1,1
LT883142.1,3,1
CP007417.2,2,1
CP065718.1,3,1
CP044346.1,2,1
AP022811.1,2,1
CP054014.1,1,1
CP042213.2,2,1
LR890536.1,3,1
CP010150.1,4,1
CP026235.1,1,1
CP051115.1,1,1
CP032699.1,1,1
AP012340.1,2,1
CP026857.1,1,1
CP041765.1,2,1
CP068828.1,2,1
CP058552.1,3,1
CP060493.1,4,1
CP085517.1,2,1
AP008230.1,6,1
CM002100.1,2,1
AP019782.1,2,1
CP040409.1,1,1
CP028752.1,4,1
CP007699.2,3,1
CM002049.1,2,1
CP045110.1,2,1
CP048071.1,1,1
CP069427.1,2,1
CP023193.1,2,1
CP007415.2,2,1
CP074279.1,2,1
CP017269.1,1,1
CP081487.1,2,1
CP085813.1,2,1
CP053416.1,2,1
CP014983.1,3,1
CP089999.1,1,1
CP082536.1,2,1
LR134291.1,1,1
CP048915.1,2,1
CP027035.1,2,1
LT608330.1,2,1
CP033058.2,2,1
CP052776.1,2,1
CP028314.1,3,1
CP023255.1,2,1
CP020368.1,2,1
CP030169.1,2,1
AP012222.1,1,1
CP037980.1,1,1
CP069394.1,7,1
CM001043.1,1,1
CP092040.1,2,1
CP031457.1,1,1
CP041657.1,1,1
CP016827.1,4,1
CP074330.1,2,1
AP023230.2,2,1
CP042437.1,1,1
CP075141.1,2,1
CP069692.1,3,1
FM211688.1,2,1
CP072335.1,2,1
CP086016.1,3,1
CP082540.1,2,1
CP007394.1,2,1
CP037742.1,2,1
CP000767.2,1,1
CP056625.1,3,1
CP074615.1,2,1
CBVU010000007.1,3,1
CP017515.1,1,1
CP014670.1,3,1
CP031475.1,2,1
AP006627.1,8,1
CP057905.1,2,1
CP091594.1,1,1
CP081486.1,2,1
CP071732.1,1,1
CP058560.1,1,1
CP051430.1,2,1
CP035740.1,1,1
CP016432.1,2,1
CP017767.1,1,1
OV884287.1,1,1
CP024597.1,2,1
CP057475.1,2,1
CP029254.1,3,1
CP031771.1,2,1
LR993208.1,2,1
CP066810.1,1,1
FP929050.1,2,1
CP053879.1,1,1
CP002286.1,4,1
CP093267.1,2,1
CP017458.1,1,1
CP030366.1,2,1
AE017226.1,1,1
CP044285.1,1,1
CP014977.1,3,1
CP083216.1,1,1
CP022705.1,1,1
LR134489.1,1,1
CP069706.1,2,1
CP010062.1,1,1
CP017151.1,2,1
CP051649.1,4,1
CP073086.1,2,1
CP028291.1,2,1
CP085584.1,2,1
CP069495.1,1,1
CP053259.1,1,1
CP019684.1,1,1
LR134228.1,3,1
CP074208.1,2,1
CP007570.1,1,1
OU917819.1,1,1
AP019695.1,1,1
CP054134.1,1,1
CP053404.1,2,1
CP001891.1,2,1
LS483474.1,1,1
CP077997.1,2,1
CP024064.1,1,1
CP007294.2,2,1
CP008862.2,2,1
OW052570.1,2,1
CP015726.1,2,1
LS483348.1,2,1
CP056604.1,1,1
CP017524.1,1,1
CP074626.1,2,1
CP051694.1,3,1
CP040505.1,3,1
CP031469.1,1,1
AP017630.1,1,1
CP016440.1,1,1
CP028435.1,2,1
CP074363.1,2,1
CP055971.1,2,1
CP088400.1,2,1
CP006805.1,1,1
CP088050.1,2,1
CP025745.1,2,1
CP054706.1,1,1
CP046060.1,2,1
CP034661.1,1,1
CP022089.2,1,1
CP073820.1,1,1
CP006053.1,2,1
CP066704.1,1,1
CP059467.1,2,1
CP075117.1,5,1
CP043328.1,1,1
LT618782.1,3,1
CP090242.1,2,1
CP023612.1,2,1
CP071036.1,2,1
CP056647.1,1,1
CP039558.1,3,1
CP031140.1,1,1
CP028848.1,3,1
CP090277.1,2,1
CP010206.1,2,1
CP041035.1,1,1
CP009004.1,2,1
CP012908.1,1,1
CM002109.1,4,1
CP017780.1,3,1
LR778175.1,1,1
CP035819.1,2,1
CP001632.1,1,1
CP070902.1,2,1
CP002857.1,2,1
CP060390.1,3,1
CP015842.1,2,1
CP048268.1,2,1
CP072354.1,1,1
CP084222.1,1,1
CP009999.1,1,1
CP057510.1,2,1
CP046523.1,1,1
CP020422.2,1,1
CP016573.1,3,1
CP055888.1,3,1
LR698974.1,2,1
CP058007.1,3,1
CP000725.1,1,1
LR961966.1,2,1
OU015319.1,1,1
CP017196.1,1,1
CP030110.1,1,1
CP029686.1,1,1
CP001275.1,1,1
CP012718.1,1,1
CP091367.1,1,1
CP045757.1,2,1
CP061389.1,2,1
CP016349.1,1,1
CP088592.1,2,1
CP022022.1,1,1
CP026327.1,2,1
CP010213.1,2,1
CP002666.1,1,1
CP051269.1,3,1
CP047540.1,3,1
CP057565.1,2,1
CP039704.1,4,1
LR594033.1,1,1
CP084164.1,1,1
CP010134.1,2,1
CP047585.1,1,1
CP026361.1,2,1
CP079924.1,2,1
CP007279.2,2,1
LT906439.1,1,1
CP085046.1,1,1
CP022466.1,2,1
LR134215.1,1,1
CP019359.1,3,1
CP079821.1,1,1
CP000720.1,2,1
CP001363.1,3,1
CP074576.1,2,1
CP007328.2,2,1
CP019418.1,2,1
CP076644.1,2,1
CP069425.1,1,1
CP000753.1,1,1
CP085586.1,3,1
LT904887.1,1,1
CP089250.1,1,1
CP082595.1,2,1
CM002050.1,2,1
CP029579.1,2,1
CP019516.1,1,1
LT629773.1,1,1
CP090293.1,2,1
CP064919.1,3,1
CP030315.1,1,1
CP085556.1,2,1
CP042969.1,2,1
AP014640.1,3,1
CP040408.1,1,1
CP035742.1,1,1
LR962393.1,1,1
CP009769.1,4,1
CP018948.1,2,1
CP037960.1,2,1
CP006857.1,2,1
CP044177.1,2,1
CP058796.1,4,1
CP009243.1,2,1
CP051005.1,2,1
CP036202.1,3,1
CP019962.1,2,1
LS483369.1,1,1
CP085797.1,2,1
CP002884.1,1,1
LR738724.1,1,1
CP003799.1,1,1
CP050882.1,2,1
CP044967.1,3,1
CP040886.1,2,1
CP061243.1,2,1
CP007274.2,2,1
CP028735.1,2,1
CP007554.1,2,1
CP034276.1,3,1
CP026692.1,7,1
CP022070.2,3,1
CP074652.1,2,1
CP056850.1,1,1
CP056618.1,2,1
CP086336.1,2,1
CP032621.1,1,1
CP090606.1,1,1
CP003601.1,1,1
CP008977.1,3,1
CP086566.1,2,1
CP020028.1,4,1
CP060636.1,4,1
CP075143.1,2,1
CP024862.1,2,1
CP029932.1,1,1
CP026344.1,2,1
CP019323.1,1,1
CP028626.1,2,1
CP028977.1,1,1
CP081729.1,3,1
CP083497.1,2,1
CP015857.1,1,1
CP015927.1,1,1
CP048330.1,2,1
LR962474.1,2,1
LR130535.1,3,1
CP029004.1,1,1
CP008976.1,4,1
CP024992.1,2,1
CP054709.1,2,1
CP086391.1,3,1
CP039716.1,3,1
LR134246.1,1,1
CP057993.1,2,1
CP030202.1,1,1
CP023594.1,2,1
CP041183.1,2,1
CP021724.1,1,1
CP049228.1,1,1
CP042981.1,3,1
CP051243.1,1,1
CP093265.1,2,1
CP001969.1,2,1
CP085579.1,3,1
CP041944.1,1,1
CP055806.1,2,1
CP048001.1,1,1
CP036295.1,1,1
CP082431.1,2,1
CP074402.1,14,1
LT907930.1,1,1
CP073607.1,2,1
CP009246.1,1,1
CP063071.1,3,1
CP060828.1,3,1
CP060946.1,3,1
CP075101.1,2,1
CP031703.1,1,1
CP073915.1,1,1
CM001581.1,2,1
CP001837.1,1,1
CP041874.1,1,1
CP003860.1,3,1
CP057978.1,2,1
CP066366.1,2,1
CP012986.1,1,1
LT607734.1,1,1
CP002743.1,4,1
CP038295.1,1,1
CP024851.1,2,1
CP062473.1,1,1
CP070247.1,2,1
AP012338.1,1,1
CP014344.1,1,1
CP075966.1,1,1
CP053325.1,2,1
CP066744.1,2,1
CP060401.1,5,1
CP088520.1,3,1
CP023628.1,2,1
CP075873.1,1,1
CP008982.1,3,1
CP013190.1,2,1
LR883006.1,2,1
CP071796.1,1,1
CP079699.1,3,1
CP015516.1,2,1
CP015406.2,1,1
CP044305.1,2,1
CP031514.1,2,1
CP033822.1,1,1
CP010319.1,1,1
LT992502.1,3,1
CP014671.1,1,1
CP065590.1,1,1
CP040610.1,1,1
CP010441.1,2,1
CP054965.1,2,1
CP043305.1,1,1
CP068805.1,2,1
CP043765.1,3,1
LR130531.1,3,1
CP086172.1,1,1
CP017037.1,1,1
CP018156.1,1,1
CP058012.1,3,1
CP028401.1,2,1
CP035321.1,3,1
FN665652.1,7,1
CP041973.1,2,1
CP033163.1,1,1
CP064970.1,1,1
CP041422.1,3,1
CP012069.2,2,1
CP033936.1,1,1
CP059312.1,1,1
CP091469.1,1,1
CP010995.1,1,1
CP032523.1,1,1
CP000438.1,2,1
CP053683.1,1,1
CP072118.1,5,1
CP089309.1,1,1
CP017720.1,2,1
CP010111.1,3,1
CP015524.1,2,1
CP042326.1,3,1
CP006698.1,2,1
CP050213.1,3,1
CP066078.1,1,1
CP048289.1,2,1
CP032839.1,1,1
CP022154.1,3,1
CP082706.1,3,1
CP060633.1,1,1
CP079735.1,2,1
CP028671.1,2,1
CP018791.1,1,1
CP029239.1,2,1
CP059135.1,1,1
CP077243.1,1,1
CP055024.1,3,1
CP039498.1,2,1
CP085589.1,2,1
CP022003.1,2,1
CP025753.1,2,1
CP006717.1,2,1
CP059899.1,3,1
LT896716.1,1,1
CP033450.1,1,1
CP027783.1,1,1
CP046061.1,2,1
CP002922.1,1,1
CP011379.1,1,1
CP003729.1,4,1
CP016214.1,4,1
AP019687.1,2,1
CM002884.1,2,1
CP091823.1,1,1
CP092711.1,1,1
CP029593.1,2,1
CP056794.1,4,1
CP014241.1,2,1
CP017537.1,1,1
CP078549.1,1,1
CP020612.1,1,1
CP011376.1,1,1
CP071305.1,1,1
CP047141.1,2,1
CP012985.1,2,1
CP023592.1,2,1
CP055256.1,2,1
CP026503.1,1,1
CP084086.1,1,1
CP072050.1,2,1
CP059364.1,2,1
CP085953.1,1,1
AP018756.1,3,1
CP018243.1,2,1
CP011323.1,2,1
CP083392.1,1,1
CP065381.1,1,1
LR134346.1,1,1
CP029122.1,2,1
CP007286.2,2,1
CP046856.1,2,1
CP010219.1,3,1
CP041831.1,2,1
AP018036.1,1,1
CP012921.1,3,1
CP022450.1,2,1
